".id"	"Name"	"Ideology"	"Icon"	"City"	"State"	"Latitude"	"Longitude"	"Location"	"city"
"20"	"Ku Klos Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Knoxville"	"Tennessee"	35.960638	-83.920739	"(35.960638, -83.920739)"	"Atlanta, GA"
"20"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Atlanta"	"Georgia"	33.689184	-84.50818	"(33.689184, -84.50818)"	"Atlanta, GA"
"20"	"National Socialist Freedom Movement"	"Neo-Nazi"	"neo-nazi"	""	"Georgia"	33.948814	-84.537945	"(33.948814, -84.537945)"	"Atlanta, GA"
"20"	"Truth At Last"	"General Hate"	"other"	"Marietta"	"Georgia"	33.95	-84.55	"(33.95, -84.55)"	"Atlanta, GA"
"20"	"Islam: Making a True Difference in the World -- One Body at a Time"	"Anti-Muslim"	"anti-muslim"	"Marietta"	"Georgia"	33.976826	-84.443522	"(33.976826, -84.443522)"	"Atlanta, GA"
"20"	"Red October"	"White Nationalist"	"white-nationalist"	"Hamilton"	"Ohio"	39.3995	-84.561335	"(39.3995, -84.561335)"	"Atlanta, GA"
"20"	"Southern Mountain Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Clinton"	"Tennessee"	36.1	-84.13	"(36.1, -84.13)"	"Atlanta, GA"
"20"	"Christ or Chaos"	"Radical Traditional Catholicism"	"rad-trad-catholicism"	"West Chester"	"Ohio"	39.328237	-84.553667	"(39.328237, -84.553667)"	"Atlanta, GA"
"20"	"Creativity Movement"	"Neo-Nazi"	"neo-nazi"	"Covington"	"Ohio"	40.11	-84.35	"(40.11, -84.35)"	"Atlanta, GA"
"20"	"Fellowship of God's Covenant People"	"Christian Identity"	"christian-identity"	"Union"	"Kentucky"	38.945895	-84.680501	"(38.945895, -84.680501)"	"Atlanta, GA"
"20"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Atlanta"	"Georgia"	33.743469	-84.38	"(33.743469, -84.38)"	"Atlanta, GA"
"20"	"Loyal White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	""	"Georgia"	32.232644	-83.464355	"(32.232644, -83.464355)"	"Atlanta, GA"
"20"	"Sons of Thundr (Faith Baptist Church)"	"Anti-LGBT"	"anti-lgbt"	"Luthersville"	"Georgia"	33.21012	-84.744376	"(33.21012, -84.744376)"	"Atlanta, GA"
"20"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Kentucky"	37.833378	-84.27	"(37.833378, -84.27)"	"Atlanta, GA"
"20"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Macon"	"Georgia"	32.840694	-83.632402	"(32.840694, -83.632402)"	"Atlanta, GA"
"20"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Dayton"	"Ohio"	39.738371	-84.291075	"(39.738371, -84.291075)"	"Atlanta, GA"
"20"	"Alternative Right"	"White Nationalist"	"white-nationalist"	"Atlanta"	"Georgia"	33.74	-84.38	"(33.74, -84.38)"	"Atlanta, GA"
"20"	"Southern Mountain Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Harrogate"	"Tennessee"	36.58	-83.65	"(36.58, -83.65)"	"Atlanta, GA"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Atlantic City"	"New Jersey"	39.36	-74.42	"(39.36, -74.42)"	"Atlantic City, NJ"
"21"	"Stop the Islamization of Nations (SION)"	"Anti-Muslim"	"anti-muslim"	"New York"	"New York"	40.736613	-74.009447	"(40.736613, -74.009447)"	"Atlantic City, NJ"
"21"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Camden"	"New Jersey"	39.955614	-75.116591	"(39.955614, -75.116591)"	"Atlantic City, NJ"
"21"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Holland"	"New Jersey"	40.59	-75.11	"(40.59, -75.11)"	"Atlantic City, NJ"
"21"	"Vinlanders New Jersey"	"Racist Skinhead"	"racist-skinhead"	"Cherry Hill"	"New Jersey"	39.92	-75.02	"(39.92, -75.02)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Woodbine"	"New Jersey"	39.24	-74.81	"(39.24, -74.81)"	"Atlantic City, NJ"
"21"	"Blood and Honour U.S.A."	"Racist Skinhead"	"racist-skinhead"	"Woodbridge Township"	"New Jersey"	40.53	-74.31	"(40.53, -74.31)"	"Atlantic City, NJ"
"21"	"New Yorkers for Immigration Control and Enforcement (NYICE)"	"Anti-Immigrant"	"anti-immigrant"	"New York"	"New York"	40.741366	-73.998448	"(40.741366, -73.998448)"	"Atlantic City, NJ"
"21"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Newark"	"New Jersey"	40.744016	-74.171579	"(40.744016, -74.171579)"	"Atlantic City, NJ"
"21"	"American Defence League"	"Anti-Muslim"	"anti-muslim"	"New York"	"New York"	40.722784	-74.005941	"(40.722784, -74.005941)"	"Atlantic City, NJ"
"21"	"All Eyes On Egipt Bookstore Brooklyn NY"	"Black Separatist"	"black-separatist"	"Brooklyn"	"New York"	40.69	-73.93	"(40.69, -73.93)"	"Atlantic City, NJ"
"21"	"Keystone State Skinheads"	"Racist Skinhead"	"racist-skinhead"	"Philadelphia"	"Pennsylvania"	39.95	-75.16	"(39.95, -75.16)"	"Atlantic City, NJ"
"21"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Philadelphia"	"Pennsylvania"	39.986353	-75.101994	"(39.986353, -75.101994)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Pine Hill"	"New Jersey"	39.78	-74.99	"(39.78, -74.99)"	"Atlantic City, NJ"
"21"	"Micetrap Distribution"	"Racist Music"	"racist-music"	"Maple Shade Township"	"New Jersey"	39.952612	-74.992391	"(39.952612, -74.992391)"	"Atlantic City, NJ"
"21"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Pemberton Township"	"New Jersey"	39.97	-74.58	"(39.97, -74.58)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Pemberton Township"	"New Jersey"	39.967122	-74.58	"(39.967122, -74.58)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Brick"	"New Jersey"	40.05	-74.13	"(40.05, -74.13)"	"Atlantic City, NJ"
"21"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"New York"	"New York"	40.678178	-73.944157	"(40.678178, -73.944157)"	"Atlantic City, NJ"
"21"	"Advanced White Society"	"White Nationalist"	"white-nationalist"	"Pemberton Township"	"New Jersey"	39.976782	-74.710158	"(39.976782, -74.710158)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Somers Point"	"New Jersey"	39.31	-74.6	"(39.31, -74.6)"	"Atlantic City, NJ"
"21"	"American Front"	"Racist Skinhead"	"racist-skinhead"	"Roselle"	"New Jersey"	40.65	-74.25	"(40.65, -74.25)"	"Atlantic City, NJ"
"21"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Jersey City"	"New Jersey"	40.700852	-74.088757	"(40.700852, -74.088757)"	"Atlantic City, NJ"
"21"	"The White Voice"	"White Nationalist"	"white-nationalist"	"New York"	"New York"	40.813891	-73.956871	"(40.813891, -73.956871)"	"Atlantic City, NJ"
"21"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Asbury Park"	"New Jersey"	40.215929	-74.023515	"(40.215929, -74.023515)"	"Atlantic City, NJ"
"21"	"Tony Alamo Christian Ministries"	"General Hate"	"other"	"New York"	"New York"	40.746584	-73.984531	"(40.746584, -73.984531)"	"Atlantic City, NJ"
"21"	"Stop the Islamization of America (SIOA)"	"Anti-Muslim"	"anti-muslim"	"New York"	"New York"	40.759394	-73.969779	"(40.759394, -73.969779)"	"Atlantic City, NJ"
"21"	"As-Sabiqun"	"General Hate"	"other"	"Philadelphia"	"Pennsylvania"	39.959811	-75.16074	"(39.959811, -75.16074)"	"Atlantic City, NJ"
"21"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Plainfield"	"New Jersey"	40.613743	-74.42325	"(40.613743, -74.42325)"	"Atlantic City, NJ"
"21"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"New York"	"New York"	40.715133	-74.010995	"(40.715133, -74.010995)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Absecon"	"New Jersey"	39.42	-74.49	"(39.42, -74.49)"	"Atlantic City, NJ"
"21"	"Jewish Political Action Committee"	"Anti-LGBT"	"anti-lgbt"	"New York"	"New York"	40.709335	-73.956555	"(40.709335, -73.956555)"	"Atlantic City, NJ"
"21"	"Aryan Nations LA"	"Neo-Nazi"	"neo-nazi"	"Midland Park"	"New Jersey"	40.98	-74.14	"(40.98, -74.14)"	"Atlantic City, NJ"
"21"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Clifton"	"New Jersey"	40.85	-74.16	"(40.85, -74.16)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Galloway"	"New Jersey"	39.49	-74.55	"(39.49, -74.55)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Brigantine"	"New Jersey"	39.41	-74.36	"(39.41, -74.36)"	"Atlantic City, NJ"
"21"	"American Freedom Defense Initiative"	"Anti-Muslim"	"anti-muslim"	"New York"	"New York"	40.776905	-73.980064	"(40.776905, -73.980064)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Little Egg Harbor Township"	"New Jersey"	39.61	-74.35	"(39.61, -74.35)"	"Atlantic City, NJ"
"21"	"American Front"	"Racist Skinhead"	"racist-skinhead"	"Haledon"	"New Jersey"	40.93	-74.18	"(40.93, -74.18)"	"Atlantic City, NJ"
"21"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Vineland"	"New Jersey"	39.478782	-75.03775	"(39.478782, -75.03775)"	"Atlantic City, NJ"
"21"	"Atlas Shrugs"	"Anti-Muslim"	"anti-muslim"	"New York"	"New York"	40.753685	-73.999163	"(40.753685, -73.999163)"	"Atlantic City, NJ"
"21"	"Castle Hill Publishers"	"Holocaust Denial"	"holocaust-denial"	"New York"	"New York"	40.77977	-73.983628	"(40.77977, -73.983628)"	"Atlantic City, NJ"
"21"	"Israelite Church of God In Jesus Christ"	"Black Separatist"	"black-separatist"	"New York"	"New York"	40.813891	-73.962432	"(40.813891, -73.962432)"	"Atlantic City, NJ"
"21"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Camden"	"New Jersey"	39.937645	-75.113672	"(39.937645, -75.113672)"	"Atlantic City, NJ"
"21"	"The Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"New York"	"New York"	40.794065	-73.927164	"(40.794065, -73.927164)"	"Atlantic City, NJ"
"21"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Bayonne"	"New Jersey"	40.66	-74.11	"(40.66, -74.11)"	"Atlantic City, NJ"
"21"	"New Black Panther Party"	"Black Separatist"	"black-separatist"	"Queens"	"New York"	40.728223	-73.794851	"(40.728223, -73.794851)"	"Atlantic City, NJ"
"21"	"Sultan Knish a blog by Daniel Greenfield"	"Anti-Muslim"	"anti-muslim"	"New York"	"New York"	40.721786	-74.009447	"(40.721786, -74.009447)"	"Atlantic City, NJ"
"21"	"Loyal White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	""	"New Jersey"	40.215546	-74.604906	"(40.215546, -74.604906)"	"Atlantic City, NJ"
"21"	"ATLAH World Missionary Church (All The Land Anointed Holy)"	"Anti-LGBT"	"anti-lgbt"	"New York"	"New York"	40.814849	-73.962432	"(40.814849, -73.962432)"	"Atlantic City, NJ"
"21"	"Vinlanders New Jersey"	"Racist Skinhead"	"racist-skinhead"	"Point Pleasant Beach"	"New Jersey"	40.09	-74.04	"(40.09, -74.04)"	"Atlantic City, NJ"
"21"	"Advanced White Society"	"White Nationalist"	"white-nationalist"	"New York"	"New York"	40.71	-74.004593	"(40.71, -74.004593)"	"Atlantic City, NJ"
"21"	"The Hated"	"Racist Skinhead"	"racist-skinhead"	"Toms River"	"New Jersey"	39.95	-74.19	"(39.95, -74.19)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Wildwood"	"New Jersey"	38.99	-74.81	"(38.99, -74.81)"	"Atlantic City, NJ"
"21"	"Pioneer Fund"	"White Nationalist"	"white-nationalist"	"New York"	"New York"	40.77007	-73.958024	"(40.77007, -73.958024)"	"Atlantic City, NJ"
"21"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Willingboro"	"New Jersey"	40.02795	-74.886984	"(40.02795, -74.886984)"	"Atlantic City, NJ"
"21"	"American Freedom Party"	"White Nationalist"	"white-nationalist"	"New York"	"New York"	40.79992	-73.96831	"(40.79992, -73.96831)"	"Atlantic City, NJ"
"21"	"Jewish Task Force"	"General Hate"	"other"	"Fresh Meadows"	"New York"	40.742194	-73.788968	"(40.742194, -73.788968)"	"Atlantic City, NJ"
"21"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Newark"	"New Jersey"	40.73	-74.17	"(40.73, -74.17)"	"Atlantic City, NJ"
"21"	"Aryan Strikeforce"	"Racist Skinhead"	"racist-skinhead"	"Somerville"	"New Jersey"	40.57	-74.6	"(40.57, -74.6)"	"Atlantic City, NJ"
"21"	"Golden Dawn"	"Neo-Nazi"	"neo-nazi"	"Astoria"	"New York"	40.763372	-73.910997	"(40.763372, -73.910997)"	"Atlantic City, NJ"
"21"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Philadelphia"	"Pennsylvania"	39.995507	-75.172048	"(39.995507, -75.172048)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Marmora"	"New Jersey"	39.26	-74.64	"(39.26, -74.64)"	"Atlantic City, NJ"
"21"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Revere"	"Pennsylvania"	40.524861	-75.162564	"(40.524861, -75.162564)"	"Atlantic City, NJ"
"21"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Philadelphia"	"Pennsylvania"	39.991292	-75.155513	"(39.991292, -75.155513)"	"Atlantic City, NJ"
"21"	"Aryan Terror Brigade"	"Racist Skinhead"	"racist-skinhead"	""	"New York"	40.712915	-74	"(40.712915, -74.0)"	"Atlantic City, NJ"
"21"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"New York"	"New York"	40.71	-74	"(40.71, -74.0)"	"Atlantic City, NJ"
"21"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Harlem"	"New York"	40.81	-73.95	"(40.81, -73.95)"	"Atlantic City, NJ"
"21"	"American Front"	"Racist Skinhead"	"racist-skinhead"	"Hackensack"	"New Jersey"	40.88	-74.04	"(40.88, -74.04)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Camden"	"New Jersey"	39.92	-75.11	"(39.92, -75.11)"	"Atlantic City, NJ"
"21"	"Aryan Nations - LA"	"Neo-Nazi"	"neo-nazi"	"North Bergen"	"New Jersey"	40.8	-74.01	"(40.8, -74.01)"	"Atlantic City, NJ"
"21"	"Cultural Studies Press"	"General Hate"	"other"	"New York"	"New York"	40.737341	-73.954804	"(40.737341, -73.954804)"	"Atlantic City, NJ"
"21"	"Catholic Family and Human Rights Institute (C-FAM)"	"Anti-LGBT"	"anti-lgbt"	"New York"	"New York"	40.751984	-73.969779	"(40.751984, -73.969779)"	"Atlantic City, NJ"
"21"	"AC Skins"	"Racist Skinhead"	"racist-skinhead"	"Hamilton Township"	"New Jersey"	39.45	-74.72	"(39.45, -74.72)"	"Atlantic City, NJ"
"21"	"Free America Rally"	"White Nationalist"	"white-nationalist"	""	"New York"	40.712783	-74.005941	"(40.712783, -74.005941)"	"Atlantic City, NJ"
"22"	"New Black Panther Party"	"Black Separatist"	"black-separatist"	"Tampa"	"Florida"	27.950575	-82.457177	"(27.950575, -82.457177)"	"Augusta, GA-SC"
"22"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Beverly Hills"	"Florida"	28.92	-82.459999	"(28.92, -82.459999)"	"Augusta, GA-SC"
"22"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Jacksonville"	"Florida"	30.312149	-81.737552	"(30.312149, -81.737552)"	"Augusta, GA-SC"
"22"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"Jacksonville"	"Florida"	30.306572	-81.72947	"(30.306572, -81.72947)"	"Augusta, GA-SC"
"22"	"Florida Family Association"	"General Hate"	"other"	"Tampa"	"Florida"	27.95	-82.459999	"(27.95, -82.459999)"	"Augusta, GA-SC"
"22"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Kingsport"	"Tennessee"	36.54939	-82.562369	"(36.54939, -82.562369)"	"Augusta, GA-SC"
"22"	"American Nazi Party"	"Neo-Nazi"	"neo-nazi"	""	"West Virginia"	38.312047	-81.482819	"(38.312047, -81.482819)"	"Augusta, GA-SC"
"22"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	""	"Georgia"	33.046893	-81.99711	"(33.046893, -81.99711)"	"Augusta, GA-SC"
"22"	"Sharkhunters International"	"General Hate"	"other"	"Hernando"	"Florida"	28.899981	-82.37454	"(28.899981, -82.37454)"	"Augusta, GA-SC"
"22"	"United Northern and Southern Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Rockledge"	"Georgia"	32.442947	-82.697636	"(32.442947, -82.697636)"	"Augusta, GA-SC"
"22"	"Original Knight Riders Knights of the Ku Klux Klan (W. Va.)"	"Ku Klux Klan"	"kkk"	"Charleston"	"Virginia"	38.337969	-81.6107	"(38.337969, -81.6107)"	"Augusta, GA-SC"
"22"	"True Light Pentecost Church"	"Anti-LGBT"	"anti-lgbt"	"Spartanburg"	"South Carolina"	34.949567	-81.932048	"(34.949567, -81.932048)"	"Augusta, GA-SC"
"22"	"Southern Patriot Shoppe"	"Neo-Confederate"	"neo-confederate"	"Abbeville"	"South Carolina"	34.17	-82.37	"(34.17, -82.37)"	"Augusta, GA-SC"
"22"	"Ku Klos Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Lenoir"	"North Carolina"	35.914019	-81.538984	"(35.914019, -81.538984)"	"Augusta, GA-SC"
"22"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"Travelers Rest"	"South Carolina"	34.967616	-82.443454	"(34.967616, -82.443454)"	"Augusta, GA-SC"
"22"	"Americans Have Had Enough"	"Anti-Immigrant"	"anti-immigrant"	"Mauldin"	"South Carolina"	34.77	-82.31	"(34.77, -82.31)"	"Augusta, GA-SC"
"22"	"Confederate Hammerskins"	"Racist Skinhead"	"racist-skinhead"	"Ocala"	"Florida"	29.200179	-82.067952	"(29.200179, -82.067952)"	"Augusta, GA-SC"
"22"	"Ku Klos Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Kingsport"	"Tennessee"	36.534534	-82.486105	"(36.534534, -82.486105)"	"Augusta, GA-SC"
"22"	"National Alliance"	"Neo-Nazi"	"neo-nazi"	"Mountain City"	"Tennessee"	36.47	-81.8	"(36.47, -81.8)"	"Augusta, GA-SC"
"22"	"Original Knight Riders Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Gilbert"	"South Carolina"	33.950599	-81.372937	"(33.950599, -81.372937)"	"Augusta, GA-SC"
"22"	"Dixie Republic"	"Neo-Confederate"	"neo-confederate"	"Travelers Rest"	"South Carolina"	34.977616	-82.443454	"(34.977616, -82.443454)"	"Augusta, GA-SC"
"22"	"Southern Nationalist Network"	"Neo-Confederate"	"neo-confederate"	"Aiken"	"South Carolina"	33.56	-81.71	"(33.56, -81.71)"	"Augusta, GA-SC"
"22"	"New Black Panther Party"	"Black Separatist"	"black-separatist"	"Jacksonville"	"Florida"	30.37	-81.66	"(30.37, -81.66)"	"Augusta, GA-SC"
"22"	"League of the South/Southern Culture Center"	"Neo-Confederate"	"neo-confederate"	"Abbeville"	"South Carolina"	34.178171	-82.379014	"(34.178171, -82.379014)"	"Augusta, GA-SC"
"22"	"Whitakeronline"	"White Nationalist"	"white-nationalist"	""	"South Carolina"	33.83	-81.167336	"(33.83, -81.167336)"	"Augusta, GA-SC"
"22"	"Providence Road Baptist Church"	"Anti-LGBT"	"anti-lgbt"	"Maiden"	"North Carolina"	35.575688	-81.211747	"(35.575688, -81.211747)"	"Augusta, GA-SC"
"22"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Orlando"	"Florida"	28.577528	-81.438885	"(28.577528, -81.438885)"	"Augusta, GA-SC"
"22"	"Nation Of Islam"	"Black Separatist"	"black-separatist"	"Augusta"	"Georgia"	33.477583	-82.013465	"(33.477583, -82.013465)"	"Augusta, GA-SC"
"22"	"Aryan Nations LA"	"Neo-Nazi"	"neo-nazi"	"Hickory"	"North Carolina"	35.73	-81.34	"(35.73, -81.34)"	"Augusta, GA-SC"
"22"	"National Socialist Freedom Movement"	"Neo-Nazi"	"neo-nazi"	""	"South Carolina"	33.832779	-81.16	"(33.832779, -81.16)"	"Augusta, GA-SC"
"22"	"Confederate Hammerskins"	"Racist Skinhead"	"racist-skinhead"	"Jacksonville"	"Florida"	30.33	-81.65	"(30.33, -81.65)"	"Augusta, GA-SC"
"22"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Aiken"	"South Carolina"	33.560416	-81.719553	"(33.560416, -81.719553)"	"Augusta, GA-SC"
"22"	"Ku Klos Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Church Hill"	"Tennessee"	36.52232	-82.713492	"(36.52232, -82.713492)"	"Augusta, GA-SC"
"22"	"Ku Klos Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Butler"	"Tennessee"	36.318346	-81.975299	"(36.318346, -81.975299)"	"Augusta, GA-SC"
"22"	"Insight USA"	"General Hate"	"other"	"Longwood"	"Florida"	28.690591	-81.408321	"(28.690591, -81.408321)"	"Augusta, GA-SC"
"22"	"Aryan Nations LA"	"Neo-Nazi"	"neo-nazi"	"Bushnell"	"Florida"	28.66	-82.11	"(28.66, -82.11)"	"Augusta, GA-SC"
"22"	"Creativity Alliance"	"Neo-Nazi"	"neo-nazi"	""	"South Carolina"	33.83	-81.16	"(33.83, -81.16)"	"Augusta, GA-SC"
"22"	"American College of Pediatricians"	"Anti-LGBT"	"anti-lgbt"	"Gainesville"	"Florida"	29.71	-82.4	"(29.71, -82.4)"	"Augusta, GA-SC"
"23"	"Heterosexuals Organized for a Moral Environment (H.O.M.E.)"	"Anti-LGBT"	"anti-lgbt"	"Downers Grove"	"Illinois"	41.81329	-88.021633	"(41.81329, -88.021633)"	"Aurora-Elgin, IL"
"23"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Rockford"	"Illinois"	42.247361	-89.080022	"(42.247361, -89.080022)"	"Aurora-Elgin, IL"
"23"	"White Boy Society"	"White Nationalist"	"white-nationalist"	""	"Wisconsin"	43.78324	-88.78	"(43.78324, -88.78)"	"Aurora-Elgin, IL"
"23"	"Americans for Truth About Homosexuality"	"Anti-LGBT"	"anti-lgbt"	"Naperville"	"Illinois"	41.774855	-88.148077	"(41.774855, -88.148077)"	"Aurora-Elgin, IL"
"23"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Collinsville"	"Mississippi"	32.497918	-88.845883	"(32.497918, -88.845883)"	"Aurora-Elgin, IL"
"23"	"Mary Noel Kershaw Foundation"	"Neo-Confederate"	"neo-confederate"	"Lobelville"	"Tennessee"	35.77	-87.78	"(35.77, -87.78)"	"Aurora-Elgin, IL"
"23"	"Stahlhelm Records"	"Racist Music"	"racist-music"	"Milwaukee"	"Wisconsin"	43.03	-87.9	"(43.03, -87.9)"	"Aurora-Elgin, IL"
"23"	"American Freedom Party"	"White Nationalist"	"white-nationalist"	""	"Wisconsin"	42.991356	-87.943283	"(42.991356, -87.943283)"	"Aurora-Elgin, IL"
"23"	"Imperial Klans of America Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Dawson Springs"	"Kentucky"	37.16	-87.69	"(37.16, -87.69)"	"Aurora-Elgin, IL"
"23"	"Samanta Roy Institute of Science and Technology"	"General Hate"	"other"	"Shawano"	"Wisconsin"	44.78	-88.6	"(44.78, -88.6)"	"Aurora-Elgin, IL"
"23"	"American Freedom Party"	"White Nationalist"	"white-nationalist"	"Baldwyn"	"Mississippi"	34.509544	-88.633919	"(34.509544, -88.633919)"	"Aurora-Elgin, IL"
"23"	"Loyal White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	""	"Alabama"	32.927396	-87.972681	"(32.927396, -87.972681)"	"Aurora-Elgin, IL"
"23"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Milwaukee"	"Wisconsin"	43.127225	-87.943283	"(43.127225, -87.943283)"	"Aurora-Elgin, IL"
"23"	"Creativity Movement"	"Neo-Nazi"	"neo-nazi"	"Bloomington"	"Illinois"	40.48	-88.99	"(40.48, -88.99)"	"Aurora-Elgin, IL"
"23"	"Creativity Movement"	"Neo-Nazi"	"neo-nazi"	"Mountain"	"Wisconsin"	45.18	-88.47	"(45.18, -88.47)"	"Aurora-Elgin, IL"
"23"	"Northern Hammerskins"	"Racist Skinhead"	"racist-skinhead"	"Chicago"	"Illinois"	41.87	-87.62249	"(41.87, -87.62249)"	"Aurora-Elgin, IL"
"23"	"New Order"	"Neo-Nazi"	"neo-nazi"	"Milwaukee"	"Wisconsin"	42.99801	-88.046089	"(42.99801, -88.046089)"	"Aurora-Elgin, IL"
"23"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Florence"	"Alabama"	34.828742	-87.648247	"(34.828742, -87.648247)"	"Aurora-Elgin, IL"
"23"	"Pace Confederate Depot"	"Neo-Confederate"	"neo-confederate"	"Baldwyn"	"Mississippi"	34.509544	-88.635331	"(34.509544, -88.635331)"	"Aurora-Elgin, IL"
"23"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Killen"	"Alabama"	34.862863	-87.537525	"(34.862863, -87.537525)"	"Aurora-Elgin, IL"
"23"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Wisconsin"	43.78	-88.78	"(43.78, -88.78)"	"Aurora-Elgin, IL"
"23"	"All Eyes On Egipt Bookstore"	"Black Separatist"	"black-separatist"	"Chicago"	"Illinois"	41.75	-87.58	"(41.75, -87.58)"	"Aurora-Elgin, IL"
"23"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Chicago"	"Illinois"	41.759792	-87.564304	"(41.759792, -87.564304)"	"Aurora-Elgin, IL"
"23"	"Illinois Family Institute"	"Anti-LGBT"	"anti-lgbt"	"Carol Stream"	"Illinois"	41.92	-88.12	"(41.92, -88.12)"	"Aurora-Elgin, IL"
"23"	"Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI)"	"Christian Identity"	"christian-identity"	"Chicago"	"Illinois"	41.85	-87.65	"(41.85, -87.65)"	"Aurora-Elgin, IL"
"23"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Chicago"	"Illinois"	41.87	-87.62	"(41.87, -87.62)"	"Aurora-Elgin, IL"
"23"	"American Family Association"	"Anti-LGBT"	"anti-lgbt"	"Tupelo"	"Mississippi"	34.25653	-88.724929	"(34.25653, -88.724929)"	"Aurora-Elgin, IL"
